_id,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3081,Dosing Default,07:56,07:56,Trough [01-02-282],12.0,10.8,10.87,10.87,10.01,-0.86
3082,Dosing Default,07:56,07:57,Trough [01-02-283],12.0,12.6,12.63,12.63,11.9,-0.73
3083,Dosing Default,07:57,07:57,Trough [01-02-284],12.0,10.8,11.26,11.26,11.62,0.36
3084,Dosing Default,07:57,07:57,Trough [01-02-285],12.0,11.4,12.35,12.35,12.0,-0.35
3085,Dosing Default,07:57,07:58,Trough [01-02-286],10.0,11.5,11.37,11.37,11.0,-0.37
3086,Dosing Default,07:58,07:58,Trough [01-02-287],12.0,9.6,10.4,10.4,9.44,-0.96
3087,Dosing Default,07:58,07:58,Trough [01-02-288],12.0,11.4,11.98,11.98,11.08,-0.9
3088,Dosing Default,07:59,07:59,Trough [01-02-289],12.0,12.6,12.83,12.83,12.21,-0.62
3089,Dosing Default,07:59,07:59,Trough [01-02-290],12.0,8.4,9.33,9.33,8.99,-0.34
3090,Dosing Default,08:01,08:01,Trough [01-02-291],12.0,11.4,11.65,11.65,11.17,-0.48
3091,Dosing Default,08:02,08:02,Trough [01-02-292],12.0,10.2,10.57,10.57,10.13,-0.44
3092,Dosing Default,08:02,08:02,Trough [01-02-293],12.0,10.2,10.4,10.4,9.76,-0.64
3093,Dosing Default,08:02,08:03,Trough [01-02-294],12.0,11.4,11.94,11.94,11.24,-0.7
3094,Dosing Default,08:03,08:03,Trough [01-02-295],12.0,10.8,11.34,11.34,11.13,-0.21
3095,Dosing Default,08:03,08:03,Trough [01-02-296],12.0,12.6,12.99,12.99,12.45,-0.54
3096,Dosing Default,08:04,08:04,Trough [01-02-297],12.0,9.0,9.27,9.27,8.99,-0.28
3097,Dosing Default,08:04,08:04,Trough [01-02-298],12.0,10.8,11.79,11.79,11.04,-0.75
3098,Dosing Default,08:04,08:05,Trough [01-02-299],12.0,7.2,8.98,8.98,8.79,-0.19
3099,Dosing Default,08:05,08:05,Trough [01-02-300],12.0,14.4,14.6,14.6,14.26,-0.34
3100,Dosing Default,08:05,08:06,Trough [01-02-301],10.0,10.5,10.78,10.78,9.27,-1.51
3101,Dosing Default,08:06,08:06,Trough [01-02-302],12.0,12.0,12.66,12.66,11.44,-1.22
3102,Recipe,"","","","","","","","",""
3103,Density Dry matter,"","","","","","","","",""
3104,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3105,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3106,Loading WeightBased,09:02,09:03,Strobunker 1,23.4,20.92,21.66,19.61,19.28,-0.33
3107,Mixing Continuous,09:02,09:03,"",0.0,0.0,0.0,0.0,0.0,0.0
3108,Loading WeightBased,09:04,09:05,Broksilo 4,236.6,211.48,218.96,198.24,197.61,-0.63
3109,Mixing Continuous,09:04,09:05,"",0.0,0.0,0.0,0.0,0.0,0.0
3110,Mixing OnTime,09:05,09:09,"",0.0,0.0,0.0,0.0,0.0,0.0
3111,Dosing Default,09:10,09:10,Trough [03-07-074],12.0,10.8,11.43,11.43,10.82,-0.61
3112,Dosing Default,09:10,09:11,Trough [03-07-075],10.0,10.0,10.72,10.72,10.28,-0.44
3113,Dosing Default,09:11,09:11,Trough [03-07-076],8.0,6.8,7.45,7.45,7.05,-0.4
3114,Dosing Default,09:11,09:11,Trough [03-07-077],10.0,7.5,7.61,7.61,7.26,-0.35
3115,Dosing Default,09:12,09:12,Trough [03-07-078],10.0,9.5,9.56,9.56,9.03,-0.53
3116,Dosing Default,09:12,09:12,Trough [03-07-079],10.0,9.0,9.11,9.11,8.52,-0.59
3117,Dosing Default,09:12,09:12,Trough [03-07-080],10.0,9.5,9.82,9.82,9.8,-0.02
3118,Dosing Default,09:13,09:13,Trough [03-07-081],10.0,10.0,11.6,11.6,10.99,-0.61
3119,Dosing Default,09:13,09:13,Trough [03-07-082],10.0,8.0,8.42,8.42,7.89,-0.53
3120,Dosing Default,09:13,09:14,Trough [03-07-083],10.0,8.0,5.54,5.54,1.4,-4.14
3121,Dosing Default,09:14,09:14,Trough [03-07-084],10.0,8.0,9.3,9.3,8.8,-0.5
3122,Dosing Default,09:14,09:14,Trough [03-07-085],10.0,9.5,10.23,10.23,9.18,-1.05
3123,Dosing Default,09:16,09:16,Trough [03-08-086],10.0,8.5,8.71,8.71,8.49,-0.22
3124,Dosing Default,09:17,09:17,Trough [03-08-087],10.0,7.5,7.59,7.59,7.32,-0.27
3125,Dosing Default,09:17,09:17,Trough [03-08-088],12.0,12.6,12.96,12.96,12.69,-0.27
3126,Dosing Default,09:17,09:18,Trough [03-08-089],12.0,11.4,11.79,11.79,10.96,-0.83
3127,Dosing Default,09:18,09:18,Trough [03-08-090],12.0,12.6,13.23,13.23,12.87,-0.36
3128,Dosing Default,09:18,09:18,Trough [03-08-091],12.0,10.2,10.46,10.46,10.53,0.07
3129,Dosing Default,09:19,09:19,Trough [03-08-092],12.0,10.2,10.67,10.67,10.32,-0.35
3130,Dosing Default,09:19,09:19,Trough [03-08-093],12.0,12.0,12.41,12.41,11.9,-0.51
3131,Dosing Default,09:19,09:20,Trough [03-08-094],12.0,10.8,11.36,11.36,11.48,0.12
3132,Dosing Default,09:20,09:20,Trough [03-08-095],12.0,10.8,11.06,11.06,10.02,-1.04
3133,Dosing Default,09:20,09:20,Trough [03-08-096],12.0,12.0,12.11,12.11,12.56,0.45
3134,Dosing Default,09:20,09:21,Trough [03-08-097],12.0,7.2,7.46,7.46,6.96,-0.5
3135,44386                                                                                                                     Status           Finished,"","","","","","","","",""
3136,Recipe,"","","","","","","","",""
3137,Density Dry matter,"","","","","","","","",""
3138,Command                   Start      End        Location                              Recipe,"","","","","","","","",""
3139,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3140,Loading WeightBased,17:11,17:12,Strobunker 1,7.73,6.91,7.1,5.88,5.9,0.02
3141,Mixing Continuous,17:11,17:12,"",0.0,0.0,0.0,0.0,0.0,0.0
3142,Loading WeightBased,17:13,17:13,Broksilo 4,78.19,69.88,71.82,59.49,60.9,1.41
3143,Mixing Continuous,17:13,17:13,"",0.0,0.0,0.0,0.0,0.0,0.0
3144,Mixing OnTime,17:13,17:41,"",0.0,0.0,0.0,0.0,0.0,0.0
3145,Dosing Default,17:52,17:52,Trough [03-08-090],10.74,11.28,11.64,11.64,10.95,-0.69
3146,Dosing Default,17:53,17:53,Trough [03-08-091],10.74,9.13,9.06,9.06,8.35,-0.71
3147,Dosing Default,17:53,17:53,Trough [03-08-092],10.74,9.13,9.49,9.49,9.26,-0.23
3148,Dosing Default,17:53,17:53,Trough [03-08-093],10.74,10.74,11.25,11.25,10.88,-0.37
3149,Dosing Default,17:54,17:54,Trough [03-08-094],10.74,9.67,9.55,9.55,9.5,-0.05
3150,Dosing Default,17:54,17:54,Trough [03-08-095],10.74,9.67,10.7,10.7,9.54,-1.16
3151,Dosing Default,17:54,17:55,Trough [03-08-096],10.74,10.74,10.29,10.29,9.05,-1.24
3152,Dosing Default,17:55,17:55,Trough [03-08-097],10.74,6.44,6.95,6.95,6.9,-0.05
3153,44387                                                                                                                     Status           Finished,"","","","","","","","",""
3154,Recipe,"","","","","","","","",""
3155,Density Dry matter,"","","","","","","","",""
3156,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3157,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3158,Loading WeightBased,18:00,18:01,Strobunker 1,45.66,39.52,41.66,41.1,42.67,1.57
3159,Mixing Continuous,18:00,18:01,"",0.0,0.0,0.0,0.0,0.0,0.0
3160,Loading WeightBased,18:02,18:04,Broksilo 4,461.64,399.6,421.25,415.55,416.29,0.74
3161,Mixing Continuous,18:02,18:04,"",0.0,0.0,0.0,0.0,0.0,0.0
3162,Mixing OnTime,18:04,18:22,"",0.0,0.0,0.0,0.0,0.0,0.0
3163,Dosing Default,18:27,18:27,Trough [02-01-159],8.9,8.01,7.68,7.68,7.49,-0.19
3164,Dosing Default,18:27,18:27,Trough [02-01-160],10.68,8.01,8.3,8.3,7.8,-0.5
3165,Dosing Default,18:28,18:28,Trough [02-01-161],10.68,9.08,9.45,9.45,9.9,0.45
3166,Dosing Default,18:28,18:28,Trough [02-01-162],10.68,9.08,9.55,9.55,8.93,-0.62
3167,Dosing Default,18:29,18:29,Trough [02-01-163],10.68,11.21,12.14,12.14,11.39,-0.75
3168,Dosing Default,18:29,18:29,Trough [02-01-164],10.68,8.54,8.84,8.84,8.2,-0.64
3169,Dosing Default,18:29,18:30,Trough [02-01-165],10.68,11.21,11.76,11.76,11.54,-0.22
3170,Dosing Default,18:30,18:30,Trough [02-01-166],10.68,9.61,10.71,10.71,9.84,-0.87
3171,Dosing Default,18:30,18:30,Trough [02-01-167],10.68,8.54,9.26,9.26,8.94,-0.32
3172,Dosing Default,18:30,18:31,Trough [02-01-168],10.68,9.61,10.66,10.66,10.28,-0.38
3173,Dosing Default,18:31,18:31,Trough [02-01-169],10.68,9.61,9.94,9.94,11.64,1.7
3174,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3175,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3176,Dosing Default,18:31,18:31,Trough [02-01-170],10.68,6.94,7.56,7.56,6.71,-0.85
3177,Dosing Default,18:33,18:34,Trough [02-01-171],8.9,7.56,7.41,7.41,7.54,0.13
3178,Dosing Default,18:34,18:34,Trough [02-01-172],10.68,10.68,11.23,11.23,11.02,-0.21
3179,Dosing Default,18:34,18:34,Trough [02-01-173],10.68,9.61,10.13,10.13,8.24,-1.89
3180,Dosing Default,18:34,18:35,Trough [02-01-174],10.68,8.01,8.54,8.54,8.79,0.25
3181,Dosing Default,18:35,18:35,Trough [02-01-175],10.68,8.54,9.05,9.05,8.61,-0.44
3182,Dosing Default,18:35,18:36,Trough [02-01-176],10.68,8.54,9.21,9.21,9.2,-0.01
3183,Dosing Default,18:36,18:36,Trough [02-01-177],10.68,10.15,10.69,10.69,9.95,-0.74
3184,Dosing Default,18:36,18:36,Trough [02-01-178],10.68,9.08,9.48,9.48,9.7,0.22
3185,Dosing Default,18:37,18:37,Trough [02-01-179],10.68,9.61,9.45,9.45,8.82,-0.63
3186,Dosing Default,18:37,18:37,Trough [02-01-180],10.68,10.68,11.43,11.43,12.16,0.73
3187,Dosing Default,18:37,18:38,Trough [02-01-181],10.68,8.01,8.18,8.18,7.36,-0.82
3188,Dosing Default,18:38,18:38,Trough [02-01-182],10.68,8.54,9.32,9.32,9.43,0.11
3189,Dosing Default,18:40,18:40,Trough [02-01-183],10.68,8.54,8.89,8.89,8.66,-0.23
3190,Dosing Default,18:40,18:40,Trough [02-01-184],10.68,8.54,8.88,8.88,8.47,-0.41
3191,Dosing Default,18:41,18:41,Trough [02-01-185],10.68,9.08,9.54,9.54,9.49,-0.05
3192,Dosing Default,18:41,18:41,Trough [02-01-186],10.68,9.61,9.95,9.95,10.25,0.3
3193,Dosing Default,18:42,18:42,Trough [02-01-187],10.68,10.68,10.75,10.75,9.54,-1.21
3194,Dosing Default,18:42,18:42,Trough [02-01-188],10.68,9.61,9.85,9.85,9.35,-0.5
3195,Dosing Default,18:42,18:43,Trough [02-01-189],10.68,11.75,12.24,12.24,11.56,-0.68
3196,Dosing Default,18:43,18:43,Trough [02-01-190],10.68,8.54,8.9,8.9,8.68,-0.22
3197,Dosing Default,18:43,18:43,Trough [02-01-191],10.68,9.61,10.53,10.53,9.66,-0.87
3198,Dosing Default,18:43,18:44,Trough [02-01-192],10.68,8.01,8.62,8.62,8.37,-0.25
3199,Dosing Default,18:44,18:44,Trough [02-01-193],10.68,8.54,9.32,9.32,8.89,-0.43
3200,Dosing Default,18:44,18:44,Trough [02-01-194],10.68,9.08,9.61,9.61,8.61,-1.0
3201,Dosing Default,18:46,18:46,Trough [01-01-195],10.68,9.61,10.09,10.09,10.15,0.06
3202,Dosing Default,18:47,18:47,Trough [01-01-196],10.68,8.54,9.02,9.02,8.84,-0.18
3203,Dosing Default,18:47,18:47,Trough [01-01-197],10.68,10.15,10.68,10.68,10.52,-0.16
3204,Dosing Default,18:47,18:48,Trough [01-01-198],10.68,9.61,10.24,10.24,9.82,-0.42
3205,Dosing Default,18:48,18:48,Trough [01-01-199],10.68,10.68,11.4,11.4,10.93,-0.47
3206,Dosing Default,18:48,18:48,Trough [01-01-200],10.68,11.75,12.18,12.18,11.76,-0.42
3207,Dosing Default,18:49,18:49,Trough [01-01-201],10.68,8.01,8.55,8.55,8.26,-0.29
3208,Dosing Default,18:49,18:49,Trough [01-01-202],8.9,7.56,7.56,7.56,6.76,-0.8
3209,Dosing Default,18:49,18:50,Trough [01-01-203],10.68,6.41,7.07,7.07,6.94,-0.13
3210,Dosing Default,18:50,18:50,Trough [01-01-204],10.68,9.61,10.71,10.71,10.0,-0.71
3211,Dosing Default,18:50,18:50,Trough [01-01-205],10.68,9.61,10.73,10.73,10.49,-0.24
3212,Dosing Default,18:50,18:51,Trough [01-01-206],10.68,7.48,7.61,7.61,7.09,-0.52
3213,44388                                                                                                                     Status           Finished,"","","","","","","","",""
3214,Recipe,"","","","","","","","",""
3215,Density Dry matter,"","","","","","","","",""
3216,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3217,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3218,Loading WeightBased,18:58,18:59,Strobunker 1,48.54,39.95,41.64,40.04,46.04,6.0
3219,Mixing Continuous,18:59,18:59,"",0.0,0.0,0.0,0.0,0.0,0.0
3220,Loading WeightBased,19:00,19:02,Broksilo 4,490.8,403.98,421.06,404.82,404.84,0.02
3221,Mixing Continuous,19:00,19:02,"",0.0,0.0,0.0,0.0,0.0,0.0
3222,Mixing OnTime,19:02,19:06,"",0.0,0.0,0.0,0.0,0.0,0.0
3223,Dosing Default,19:08,19:08,Trough [01-01-207],10.68,10.68,11.16,11.16,12.18,1.02
3224,Dosing Default,19:08,19:08,Trough [01-01-208],10.68,7.48,7.3,7.3,7.84,0.54
3225,Dosing Default,19:09,19:09,Trough [01-01-209],8.9,7.12,7.38,7.38,8.28,0.9
3226,Dosing Default,19:09,19:09,Trough [01-01-210],10.68,10.15,10.88,10.88,11.89,1.01
3227,Dosing Default,19:09,19:09,Trough [01-01-211],10.68,8.54,8.9,8.9,9.41,0.51
3228,Dosing Default,19:10,19:10,Trough [01-01-212],10.68,7.48,7.83,7.83,8.14,0.31
3229,Dosing Default,19:10,19:10,Trough [01-01-213],10.68,9.61,10.16,10.16,11.02,0.86
3230,Dosing Default,19:10,19:10,Trough [01-01-214],10.68,10.15,10.95,10.95,11.77,0.82
3231,Dosing Default,19:11,19:11,Trough [01-01-215],8.9,6.68,7.09,7.09,7.77,0.68
3232,Dosing Default,19:11,19:11,Trough [01-01-216],10.68,9.08,9.94,9.94,11.38,1.44
3233,Dosing Default,19:11,19:12,Trough [01-01-217],10.68,7.48,7.32,7.32,7.03,-0.29
3234,Dosing Default,19:12,19:12,Trough [01-01-218],10.68,8.54,9.4,9.4,10.01,0.61
3235,Dosing Default,19:14,19:14,Trough [01-01-219],10.68,8.01,8.18,8.18,8.51,0.33
3236,Dosing Default,19:14,19:14,Trough [01-01-220],10.68,5.87,6.29,6.29,6.59,0.3
3237,Dosing Default,19:14,19:15,Trough [01-01-221],10.68,8.01,8.11,8.11,8.91,0.8
3238,Dosing Default,19:15,19:15,Trough [01-01-222],10.68,9.08,9.89,9.89,10.34,0.45
3239,Dosing Default,19:15,19:15,Trough [01-01-223],10.68,10.15,10.33,10.33,11.36,1.03
3240,Dosing Default,19:15,19:16,Trough [01-01-224],10.68,10.15,10.8,10.8,11.77,0.97
3241,Dosing Default,19:16,19:16,Trough [01-01-225],10.68,7.48,7.66,7.66,9.32,1.66
3242,Dosing Default,19:16,19:16,Trough [01-01-226],8.9,6.23,6.67,6.67,6.75,0.08
3243,Dosing Default,19:17,19:17,Trough [01-01-227],10.68,6.94,7.07,7.07,7.45,0.38
3244,Dosing Default,19:17,19:17,Trough [01-01-228],10.68,9.08,9.95,9.95,8.71,-1.24
3245,Dosing Default,19:17,19:17,Trough [01-01-229],10.68,8.01,7.35,7.35,7.49,0.14
3246,Dosing Default,19:18,19:18,Trough [01-01-230],10.68,7.48,8.15,8.15,8.76,0.61
3247,Dosing Default,19:20,19:20,Trough [01-02-231],10.68,10.15,10.56,10.56,11.52,0.96
3248,Dosing Default,19:20,19:20,Trough [01-02-232],10.68,10.15,9.7,9.7,10.21,0.51
3249,Dosing Default,19:20,19:21,Trough [01-02-233],10.68,8.01,8.06,8.06,8.54,0.48
3250,Dosing Default,19:21,19:21,Trough [01-02-234],10.68,8.54,8.85,8.85,9.71,0.86
3251,Dosing Default,19:21,19:21,Trough [01-02-235],10.68,10.68,11.28,11.28,12.02,0.74
3252,Dosing Default,19:21,19:22,Trough [01-02-236],10.68,9.61,9.99,9.99,10.51,0.52
3253,Dosing Default,19:22,19:22,Trough [01-02-237],10.68,10.68,11.27,11.27,12.08,0.81
3254,Dosing Default,19:22,19:22,Trough [01-02-238],8.9,7.56,7.74,7.74,7.85,0.11
3255,Dosing Default,19:23,19:23,Trough [01-02-239],8.9,8.01,7.74,7.74,8.81,1.07
3256,Dosing Default,19:23,19:23,Trough [01-02-240],10.68,10.68,10.95,10.95,11.81,0.86
3257,Dosing Default,19:23,19:23,Trough [01-02-241],8.9,7.12,8.55,8.55,9.7,1.15
3258,Dosing Default,19:23,19:24,Trough [01-02-242],10.68,9.08,9.35,9.35,9.72,0.37
3259,Dosing Default,19:26,19:26,Trough [01-02-243],10.68,6.94,7.6,7.6,8.08,0.48
3260,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3261,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3262,Dosing Default,19:26,19:26,Trough [01-02-244],10.68,9.08,9.72,9.72,10.49,0.77
3263,Dosing Default,19:26,19:26,Trough [01-02-245],8.9,8.01,8.2,8.2,9.09,0.89
3264,Dosing Default,19:27,19:27,Trough [01-02-246],10.68,7.48,7.8,7.8,8.75,0.95
3265,Dosing Default,19:27,19:27,Trough [01-02-247],10.68,9.61,10.48,10.48,10.68,0.2
3266,Dosing Default,19:27,19:27,Trough [01-02-248],10.68,7.48,7.77,7.77,7.88,0.11
3267,Dosing Default,19:28,19:28,Trough [01-02-249],8.9,9.35,10.44,10.44,9.94,-0.5
3268,Dosing Default,19:28,19:28,Trough [01-02-250],10.68,9.08,8.98,8.98,9.91,0.93
3269,Dosing Default,19:28,19:29,Trough [01-02-251],10.68,7.48,7.86,7.86,7.86,0.0
3270,Dosing Default,19:29,19:29,Trough [01-02-252],10.68,9.61,10.09,10.09,10.2,0.11
3271,Dosing Default,19:29,19:29,Trough [01-02-253],10.68,8.54,8.18,8.18,8.68,0.5
3272,Dosing Default,19:29,19:30,Trough [01-02-254],10.68,8.01,9.04,9.04,8.46,-0.58
3273,Dosing Default,19:32,19:32,Trough [01-02-255],10.68,6.94,6.57,6.57,6.39,-0.18
3274,Dosing Default,19:32,19:32,Trough [01-02-256],10.68,9.08,9.89,9.89,9.26,-0.63
3275,Dosing Default,19:33,19:33,Trough [01-02-257],10.68,9.08,8.93,8.04,6.84,-1.2
3276,Dosing Default,19:33,21:21,Trough [01-02-258],8.9,8.46,8.36,7.53,6.89,-0.64
3277,44389                                                                                                                     Status           Finished,"","","","","","","","",""
3278,Recipe,"","","","","","","","",""
3279,Density Dry matter,"","","","","","","","",""
3280,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3281,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3282,Loading WeightBased,21:28,21:28,Strobunker 1,41.65,38.94,40.94,42.4,40.4,-2.0
3283,Mixing Continuous,21:28,21:28,"",0.0,0.0,0.0,0.0,0.0,0.0
3284,Loading WeightBased,21:29,21:31,Broksilo 4,421.15,393.69,413.97,428.7,0.0,-428.7
3285,Mixing Continuous,21:29,21:31,"",0.0,0.0,0.0,0.0,0.0,0.0
3286,Mixing OnTime,21:31,21:35,"",0.0,0.0,0.0,0.0,0.0,0.0
3287,Dosing Default,21:37,21:37,Trough [01-02-259],10.68,9.08,9.14,9.14,10.01,0.87
3288,Dosing Default,21:37,21:37,Trough [01-02-260],10.68,9.08,9.47,9.47,10.33,0.86
3289,Dosing Default,21:37,21:38,Trough [01-02-261],10.68,11.75,12.24,12.24,13.02,0.78
3290,Dosing Default,21:38,21:38,Trough [01-02-262],10.68,11.21,11.23,11.23,11.63,0.4
3291,Dosing Default,21:38,21:38,Trough [01-02-263],10.68,10.68,11.39,11.39,13.0,1.61
3292,Dosing Default,21:38,21:39,Trough [01-02-264],10.68,10.15,10.54,10.54,11.72,1.18
3293,Dosing Default,21:39,21:39,Trough [01-02-265],8.9,7.12,7.82,7.82,8.04,0.22
3294,Dosing Default,21:39,21:39,Trough [01-02-266],10.68,9.08,9.91,9.91,11.18,1.27
3295,Dosing Default,21:41,21:41,Trough [01-02-267],10.68,10.68,10.9,10.9,12.11,1.21
3296,Dosing Default,21:42,21:42,Trough [01-02-268],10.68,8.54,9.08,9.08,9.55,0.47
3297,Dosing Default,21:42,21:42,Trough [01-02-269],10.68,7.48,7.75,7.75,8.51,0.76
3298,Dosing Default,21:42,21:42,Trough [01-02-270],10.68,10.15,10.15,10.15,11.16,1.01
3299,Dosing Default,21:43,21:43,Trough [01-02-271],10.68,10.68,11.24,11.24,11.7,0.46
3300,Dosing Default,21:43,21:43,Trough [01-02-272],10.68,10.68,10.79,10.79,11.39,0.6
3301,Dosing Default,21:43,21:43,Trough [01-02-273],10.68,10.68,11.25,11.25,12.19,0.94
3302,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3303,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3304,Dosing Default,21:44,21:44,Trough [01-02-274],10.68,10.68,11.34,11.34,12.94,1.6
3305,Dosing Default,21:44,21:44,Trough [01-02-275],10.68,9.61,9.91,9.91,10.1,0.19
3306,Dosing Default,21:44,21:44,Trough [01-02-276],10.68,10.68,11.16,11.16,12.02,0.86
3307,Dosing Default,21:45,21:45,Trough [01-02-277],10.68,8.54,9.03,9.03,9.51,0.48
3308,Dosing Default,21:45,21:45,Trough [01-02-278],10.68,10.15,10.82,10.82,11.87,1.05
3309,Dosing Default,21:47,21:47,Trough [01-02-279],10.68,9.61,10.26,10.26,11.34,1.08
3310,Dosing Default,21:47,21:47,Trough [01-02-280],10.68,11.75,12.43,12.43,13.86,1.43
3311,Dosing Default,21:48,21:48,Trough [01-02-281],8.9,10.24,10.63,10.63,11.29,0.66
3312,Dosing Default,21:48,21:48,Trough [01-02-282],10.68,9.61,10.48,10.48,10.34,-0.14
3313,Dosing Default,21:49,21:49,Trough [01-02-283],10.68,11.21,11.95,11.95,13.62,1.67
3314,Dosing Default,21:49,21:49,Trough [01-02-284],10.68,9.61,9.25,9.25,10.3,1.05
3315,Dosing Default,21:49,21:49,Trough [01-02-285],10.68,10.15,10.49,10.49,11.08,0.59
3316,Dosing Default,21:50,21:50,Trough [01-02-286],8.9,10.24,10.6,10.6,10.74,0.14
3317,Dosing Default,21:50,21:50,Trough [01-02-287],10.68,8.54,9.5,9.5,9.83,0.33
3318,Dosing Default,21:50,21:50,Trough [01-02-288],10.68,10.15,11.05,11.05,11.58,0.53
3319,Dosing Default,21:51,21:51,Trough [01-02-289],10.68,11.21,11.84,11.84,13.09,1.25
3320,Dosing Default,21:51,21:51,Trough [01-02-290],10.68,7.48,7.81,7.81,8.33,0.52
3321,Dosing Default,21:53,21:53,Trough [01-02-291],10.68,10.15,10.63,10.63,11.97,1.34
3322,Dosing Default,21:53,21:54,Trough [01-02-292],10.68,9.08,9.52,9.52,10.29,0.77
3323,Dosing Default,21:54,21:54,Trough [01-02-293],10.68,9.08,9.72,9.72,10.59,0.87
3324,Dosing Default,21:54,21:54,Trough [01-02-294],10.68,10.15,10.85,10.85,12.06,1.21
3325,Dosing Default,21:55,21:55,Trough [01-02-295],10.68,9.61,9.82,9.82,10.58,0.76
3326,Dosing Default,21:55,21:55,Trough [01-02-296],10.68,11.21,11.76,11.76,12.17,0.41
3327,Dosing Default,21:55,21:55,Trough [01-02-297],10.68,8.01,8.29,8.29,8.97,0.68
3328,Dosing Default,21:56,21:56,Trough [01-02-298],10.68,9.61,10.36,10.36,11.04,0.68
3329,Dosing Default,21:56,21:56,Trough [01-02-299],10.68,6.41,6.6,6.6,7.22,0.62
3330,Dosing Default,21:56,21:56,Trough [01-02-300],10.68,12.82,13.16,13.16,13.64,0.48
3331,Dosing Default,21:57,21:57,Trough [01-02-301],8.9,9.35,10.86,9.78,9.53,-0.25
3332,Dosing Default,21:57,21:57,Trough [01-02-302],10.68,10.68,11.9,10.72,10.28,-0.44
3333,44393                                                                                                                     Status           Finished,"","","","","","","","",""
3334,Recipe,"","","","","","","","",""
3335,Density Dry matter,"","","","","","","","",""
3336,Command                   Start      End        Location                              Recipe,"","","","","","","","",""
3337,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3338,Loading WeightBased,10:12,10:12,Strobunker 1,2.88,2.57,2.71,1.66,3.87,2.21
3339,Mixing Continuous,10:12,10:12,"",0.0,0.0,0.0,0.0,0.0,0.0
3340,Loading WeightBased,10:14,10:14,Broksilo 4,29.12,26.03,27.39,16.74,26.06,9.32
3341,Mixing Continuous,10:14,10:14,"",0.0,0.0,0.0,0.0,0.0,0.0
3342,Mixing OnTime,10:14,10:18,"",0.0,0.0,0.0,0.0,0.0,0.0
3343,Dosing Default,10:23,10:23,Trough [03-08-090],4.0,4.2,4.43,4.43,4.09,-0.34
3344,Dosing Default,10:24,10:24,Trough [03-08-091],4.0,3.4,3.64,3.64,3.68,0.04
3345,Dosing Default,10:24,10:24,Trough [03-08-092],4.0,3.4,3.48,3.48,3.71,0.23
3346,Dosing Default,10:24,10:24,Trough [03-08-093],4.0,4.0,4.12,4.12,4.26,0.14
3347,Dosing Default,10:25,10:25,Trough [03-08-094],4.0,3.6,3.62,3.62,3.99,0.37
3348,Dosing Default,10:25,10:25,Trough [03-08-095],4.0,3.6,3.98,3.98,3.65,-0.33
3349,Dosing Default,10:25,10:25,Trough [03-08-096],4.0,4.0,4.41,4.41,3.77,-0.64
3350,Dosing Default,10:26,10:26,Trough [03-08-097],4.0,2.4,2.42,2.42,2.5,0.08
3351,44394                                                                                                                     Status           Finished,"","","","","","","","",""
3352,Recipe,"","","","","","","","",""
3353,Density Dry matter,"","","","","","","","",""
3354,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
3355,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
3356,Loading WeightBased,10:31,10:33,Strobunker 1,59.04,48.96,46.94,45.83,44.54,-1.29
3357,Mixing Continuous,10:32,10:33,"",0.0,0.0,0.0,0.0,0.0,0.0
3358,Loading WeightBased,10:34,10:35,Broksilo 4,596.96,495.04,474.61,463.43,463.27,-0.16
3359,Mixing Continuous,10:34,10:35,"",0.0,0.0,0.0,0.0,0.0,0.0
3360,Mixing OnTime,10:35,10:39,"",0.0,0.0,0.0,0.0,0.0,0.0
3361,Dosing Default,10:43,10:43,Trough [02-01-159],2.0,1.8,1.84,1.84,2.23,0.39
3362,Dosing Default,10:43,10:43,Trough [02-01-160],2.0,1.5,1.58,1.58,2.57,0.99
3363,Dosing Default,10:43,10:43,Trough [02-01-161],2.0,1.7,1.62,1.62,2.26,0.64
3364,Dosing Default,10:43,10:44,Trough [02-01-162],2.0,1.7,1.8,1.8,1.94,0.14
3365,Dosing Default,10:44,10:44,Trough [02-01-163],2.0,2.1,2.23,2.23,2.24,0.01
